"URI de la canción","Nombre de la canción","URI(s) del artista","Nombre(s) del artista","URI del álbum","Nombre del álbum","URI(s) del artista del álbum","Nombre(s) del artista del álbum","Fecha de lanzamiento del álbum","URL de la imagen del álbum","Número de disco","Número de la canción","Duración de la canción (ms)","URL de vista previa de la canción","Explícito","Popularidad","ISRC","Añadido por","Añadido en"
"spotify:track:5XASVioGXAa53HKnUdsrjI","La Cruz de Santiago - 2015","spotify:artist:5ZNxiPcbKgaNcBrERMpqeu","Mägo de Oz","spotify:album:0f4ZIatxSihfrqackezkQL","Finisterra Ópera Rock","spotify:artist:5ZNxiPcbKgaNcBrERMpqeu","Mägo de Oz","2015-11-13","https://i.scdn.co/image/ab67616d0000b27347f9cb7132432a40741931db","1","3","310720","https://p.scdn.co/mp3-preview/f19c7062dbc7579ef8edc45ef3665e8a0f116c78?cid=9950ac751e34487dbbe027c4fd7f8e99","false","37","ES5151503107","spotify:user:rosygv","2021-05-17T17:17:22Z"
"spotify:track:12XpJnYL2mQXTflxNLB9Ud","Astaroth","spotify:artist:5ZNxiPcbKgaNcBrERMpqeu","Mägo de Oz","spotify:album:3Eubo97y5NcXWz7PsCzHIT","Finisterra","spotify:artist:5ZNxiPcbKgaNcBrERMpqeu","Mägo de Oz","2000","https://i.scdn.co/image/ab67616d0000b2733e782d96dc4cbe7950a274a9","2","9","391650","https://p.scdn.co/mp3-preview/86cdb7ce1bfd0a894a8bcaf4939691ed98fb7cd5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","53","ES6880400803","spotify:user:rosygv","2021-05-17T17:17:41Z"
"spotify:track:2GWSdVMsATg1sf3PWhocFA","Gaia","spotify:artist:5ZNxiPcbKgaNcBrERMpqeu","Mägo de Oz","spotify:album:2sZNqYRgnogT8JhVpgoiq8","Gaia","spotify:artist:5ZNxiPcbKgaNcBrERMpqeu","Mägo de Oz","2003","https://i.scdn.co/image/ab67616d0000b273b637449c74ec8501ed2e03aa","1","2","663185","https://p.scdn.co/mp3-preview/b758a2c14b4b0b7e21eb6aa76672562433052cd8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","52","ES6880300100","spotify:user:rosygv","2021-05-17T17:17:47Z"
"spotify:track:5lWSa1rmuSL6OBPOnkAqoa","Rasputin","spotify:artist:54R6Y0I7jGUCveDTtI21nb","Boney M.","spotify:album:155cebHEGGBqYJAXKWJw6D","Daddy Cool","spotify:artist:54R6Y0I7jGUCveDTtI21nb","Boney M.","1994-03-14","https://i.scdn.co/image/ab67616d0000b273d792d961638fd28f8d281947","1","3","220666","https://p.scdn.co/mp3-preview/99129129d46b1937b0897e38d561110e1cd319f4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","73","DED160000010","spotify:user:rosygv","2021-05-17T17:23:05Z"
"spotify:track:3MrRksHupTVEQ7YbA0FsZK","The Final Countdown","spotify:artist:7Js6Lde8thlIHXggv2SCBz","Europe","spotify:album:5Jkd47JEaCU1g4DcGBnHm3","The Final Countdown (Expanded Edition)","spotify:artist:7Js6Lde8thlIHXggv2SCBz","Europe","1986","https://i.scdn.co/image/ab67616d0000b273f5e30500f0eec7d92b159eae","1","1","310333","https://p.scdn.co/mp3-preview/eaa4589de811f47326f5a15013ed58bd62a9e96a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","79","USSM18600196","spotify:user:rosygv","2021-05-17T17:23:15Z"
"spotify:track:7C0rG4oWO7VeZcffyW1sK9","Mr. Roboto","spotify:artist:4salDzkGmfycRqNUbyBphh","Styx","spotify:album:0fRptUxZ5A1EAJww9bcqu6","Kilroy Was Here","spotify:artist:4salDzkGmfycRqNUbyBphh","Styx","1983-01-01","https://i.scdn.co/image/ab67616d0000b2731549f70822c54ef5ca9e9bae","1","1","328706","https://p.scdn.co/mp3-preview/9afcab92d68c4ef932a8ac11f1b8c056f4d59f01?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","USAM18300364","spotify:user:rosygv","2021-05-17T17:23:23Z"
"spotify:track:2WfaOiMkCvy7F5fcp2zZ8L","Take on Me","spotify:artist:2jzc5TC5TVFLXQlBNiIUzE","a-ha","spotify:album:1ER3B6zev5JEAaqhnyyfbf","Hunting High and Low","spotify:artist:2jzc5TC5TVFLXQlBNiIUzE","a-ha","1985-06-01","https://i.scdn.co/image/ab67616d0000b273e8dd4db47e7177c63b0b7d53","1","1","225280","https://p.scdn.co/mp3-preview/d1427dd0a300eeccfc53b99a2ebf3c664a67414a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","89","USWB19901214","spotify:user:rosygv","2021-05-17T17:23:31Z"
"spotify:track:2mpdTbHtsUTbunJ62itq2E","Alexander the Great (356-323 B.C.) - 2015 Remaster","spotify:artist:6mdiAmATAx73kdxrNrnlao","Iron Maiden","spotify:album:0OEg65hPhgP7B0Dy9TqP2L","Somewhere in Time (2015 Remaster)","spotify:artist:6mdiAmATAx73kdxrNrnlao","Iron Maiden","1986","https://i.scdn.co/image/ab67616d0000b27369059f3685b992f9ce22cd4c","1","8","517093","https://p.scdn.co/mp3-preview/47a920b6cf066c64763ac31e321fb601a06d0450?cid=9950ac751e34487dbbe027c4fd7f8e99","false","55","GBCHB1800052","spotify:user:rosygv","2021-05-17T17:23:44Z"
"spotify:track:4L6lZetSWtn949AGIhd5aR","The Clansman - 2015 Remaster","spotify:artist:6mdiAmATAx73kdxrNrnlao","Iron Maiden","spotify:album:4olc018Cln2QaMRFy1sk7v","Virtual XI (2015 Remaster)","spotify:artist:6mdiAmATAx73kdxrNrnlao","Iron Maiden","1998","https://i.scdn.co/image/ab67616d0000b2736805b0426a6ffe0647e5a85b","1","4","539786","https://p.scdn.co/mp3-preview/749235e4228ba63ed9fe5dfd1952bb5b34217065?cid=9950ac751e34487dbbe027c4fd7f8e99","false","46","GBCHB1800097","spotify:user:rosygv","2021-05-17T17:23:50Z"
"spotify:track:4Lv4AhorEf3ZcDAGSAlhAB","Prisionero de la Oscuridad","spotify:artist:1nNPCqvkTRll3zejPFKSDd","Torre de Marfil","spotify:album:34rVHkDVrXTPSZkaIFkhJW","Ecos de la Tercera Realidad","spotify:artist:1nNPCqvkTRll3zejPFKSDd","Torre de Marfil","2004-03-12","https://i.scdn.co/image/ab67616d0000b2733e85e095aebcd774ebc131c6","1","2","260675","https://p.scdn.co/mp3-preview/995480843c8b35e9f7b70b4b21553ba7b1eacb80?cid=9950ac751e34487dbbe027c4fd7f8e99","false","2","QZHNB2004887","spotify:user:rosygv","2021-05-17T17:24:43Z"
"spotify:track:2Kmosqo7RmbvzziWLoy4gM","Devil Came to Me","spotify:artist:5kdLOinhQnlSk4su7U6lyW","Dover","spotify:album:31cccvot053zKCeLHnnic1","Devil Came to Me","spotify:artist:5kdLOinhQnlSk4su7U6lyW","Dover","1997","https://i.scdn.co/image/ab67616d0000b273adf033dfc19dc1d205106d11","1","1","276360","https://p.scdn.co/mp3-preview/6786d2e445a57477678cf23b9a2b3b50de26e88e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","9","FR6V89702341","spotify:user:rosygv","2021-05-17T17:25:36Z"
"spotify:track:0bU8DmAXG0gxJQkCwMAelc","Cherry Lee","spotify:artist:5kdLOinhQnlSk4su7U6lyW","Dover","spotify:album:7kRwKWrwKf3jzDsZH8gsnu","Late At Night","spotify:artist:5kdLOinhQnlSk4su7U6lyW","Dover","1999","https://i.scdn.co/image/ab67616d0000b2732f01a945a5331151281a1dc0","1","3","212026","https://p.scdn.co/mp3-preview/e4f38dcb28e04ae177c4a45fe419defb816eb515?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","ES5089900354","spotify:user:rosygv","2021-05-17T17:25:41Z"
"spotify:track:4Av7e0zX8a1tNJDbumgY6A","DJ","spotify:artist:5kdLOinhQnlSk4su7U6lyW","Dover","spotify:album:7kRwKWrwKf3jzDsZH8gsnu","Late At Night","spotify:artist:5kdLOinhQnlSk4su7U6lyW","Dover","1999","https://i.scdn.co/image/ab67616d0000b2732f01a945a5331151281a1dc0","1","1","193093","https://p.scdn.co/mp3-preview/a75e6e1cc888586c7a74e65d3730a61006f7bbf0?cid=9950ac751e34487dbbe027c4fd7f8e99","true","39","ES5089900352","spotify:user:rosygv","2021-05-17T17:25:53Z"
"spotify:track:03gpYMvlBGhxWYRt0cBdQr","La Monja Mellada","spotify:artist:5kdLOinhQnlSk4su7U6lyW","Dover","spotify:album:31cccvot053zKCeLHnnic1","Devil Came to Me","spotify:artist:5kdLOinhQnlSk4su7U6lyW","Dover","1997","https://i.scdn.co/image/ab67616d0000b273adf033dfc19dc1d205106d11","1","5","106106","https://p.scdn.co/mp3-preview/bf2b68193f3d66d5cb94e87ea7d0789d095ad68d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","FR6V89702345","spotify:user:rosygv","2021-05-17T17:26:00Z"
"spotify:track:0S7iv7mAnTTCgMCsUJw96e","Spectrum","spotify:artist:5kdLOinhQnlSk4su7U6lyW","Dover","spotify:album:31cccvot053zKCeLHnnic1","Devil Came to Me","spotify:artist:5kdLOinhQnlSk4su7U6lyW","Dover","1997","https://i.scdn.co/image/ab67616d0000b273adf033dfc19dc1d205106d11","1","6","218440","https://p.scdn.co/mp3-preview/9dfa50556750313721c0b7cbbf182232d134d218?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","FR6V89702346","spotify:user:rosygv","2021-05-17T17:27:04Z"
"spotify:track:4kJP8Z888wREJ8bRMWNMuk","La vereda de la puerta de atrás","spotify:artist:3bgsNtcf5d5h9jbQbohfBK","Extremoduro","spotify:album:3FgvMxabfL5UtlcPzASEhh","Yo, Minoría Absoluta","spotify:artist:3bgsNtcf5d5h9jbQbohfBK","Extremoduro","2002","https://i.scdn.co/image/ab67616d0000b2737d95383aa4544f540f26c513","1","2","243320","https://p.scdn.co/mp3-preview/c226f353c27c86c44ae910b770829c679ebd2a59?cid=9950ac751e34487dbbe027c4fd7f8e99","false","71","ES5010200021","spotify:user:rosygv","2021-05-17T17:27:29Z"
"spotify:track:2pv9KTTL5VMMuJDfWHTxak","La mataré - Live","spotify:artist:4EM1gc21UrYHQ3eal963Xl, spotify:artist:5Fv0DQ1ZBuc2DlidtOUCZr","Loquillo Y Los Trogloditas, Loquillo","spotify:album:6jLOPaIOrSO3rzb8JpH3WB","A Por Ellos...Que Son Pocos Y Cobardes (Live)","spotify:artist:4EM1gc21UrYHQ3eal963Xl","Loquillo Y Los Trogloditas","1988-12-30","https://i.scdn.co/image/ab67616d0000b273ab99306c5cd29cb2c8758337","1","12","308800","https://p.scdn.co/mp3-preview/c80b5d9a3b33279ecefaa44eeca54122f9b9035f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","29","ES5080500501","spotify:user:rosygv","2021-05-17T17:29:09Z"
"spotify:track:32pEvywtheyRa9P68jXu5u","La carta - Live","spotify:artist:3qAPxVwIQRBuz5ImPUxpZT","Heroes Del Silencio","spotify:album:7agRISos8iXzrqsCQ8Owg6","Tour 2007","spotify:artist:3qAPxVwIQRBuz5ImPUxpZT","Heroes Del Silencio","2007-12-18","https://i.scdn.co/image/ab67616d0000b27322e02a4a4f07ae17474a18c7","1","4","193680","https://p.scdn.co/mp3-preview/08275123c0e308caa9ecaecf91673273ecf29a79?cid=9950ac751e34487dbbe027c4fd7f8e99","false","42","ES5080700708","spotify:user:rosygv","2021-05-17T17:29:24Z"
"spotify:track:3iK56bwleEjYdOzzMwDFQo","Maldito duende - Live","spotify:artist:3qAPxVwIQRBuz5ImPUxpZT","Heroes Del Silencio","spotify:album:7agRISos8iXzrqsCQ8Owg6","Tour 2007","spotify:artist:3qAPxVwIQRBuz5ImPUxpZT","Heroes Del Silencio","2007-12-18","https://i.scdn.co/image/ab67616d0000b27322e02a4a4f07ae17474a18c7","1","18","313493","https://p.scdn.co/mp3-preview/4eb8f677dcf4aeeaa6460a582733db16c4179604?cid=9950ac751e34487dbbe027c4fd7f8e99","false","44","ES5080700722","spotify:user:rosygv","2021-05-17T17:29:35Z"
"spotify:track:4e9eGQYsOiBcftrWXwsVco","Aerials","spotify:artist:5eAWCfyUhZtHHtBdNk56l1","System Of A Down","spotify:album:6jWde94ln40epKIQCd8XUh","Toxicity","spotify:artist:5eAWCfyUhZtHHtBdNk56l1","System Of A Down","2001-09-04","https://i.scdn.co/image/ab67616d0000b27307bc7d2a745636c356b4d0aa","1","14","235053","https://p.scdn.co/mp3-preview/2d976be934bee2c82bf34d90e6fad29e197d0d69?cid=9950ac751e34487dbbe027c4fd7f8e99","false","85","USSM10107264","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-17T17:29:39Z"
"spotify:track:2svZLeu86tGYOAxR2EjMEX","La herida - 2012 Remastered Version","spotify:artist:3qAPxVwIQRBuz5ImPUxpZT","Heroes Del Silencio","spotify:album:46OqhyoVeC27eY4keJehHa","El Espíritu del Vino-20th Anniversary Edition","spotify:artist:3qAPxVwIQRBuz5ImPUxpZT","Heroes Del Silencio","1993-11-15","https://i.scdn.co/image/ab67616d0000b2732714bb5ad09a333ec0f15341","1","4","414346","https://p.scdn.co/mp3-preview/1a434ff92bd0bb2de59cef4d1355f803d4443898?cid=9950ac751e34487dbbe027c4fd7f8e99","false","43","ES5081200367","spotify:user:rosygv","2021-05-17T17:29:44Z"
"spotify:track:3s03nrUInN3NAVjQtmnS0O","Estranged","spotify:artist:3qm84nBOXUEQ2vnTfUTTFC","Guns N' Roses","spotify:album:00eiw4KOJZ7eC3NBEpmH4C","Use Your Illusion II","spotify:artist:3qm84nBOXUEQ2vnTfUTTFC","Guns N' Roses","1991-09-18","https://i.scdn.co/image/ab67616d0000b27392d21aef6c0d288cc4c05973","1","11","563893","https://p.scdn.co/mp3-preview/6346ab7bc684369a9855e460a77aeb5aca6f8dd8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","70","USGF19142011","spotify:user:rosygv","2021-05-17T17:30:45Z"
"spotify:track:07q0QVgO56EorrSGHC48y3","I Was Made For Lovin' You","spotify:artist:07XSN3sPlIlB2L2XNcTwJw","KISS","spotify:album:4FA68GsblSfvKZZRfM1tI1","Dynasty","spotify:artist:07XSN3sPlIlB2L2XNcTwJw","KISS","1979-03-23","https://i.scdn.co/image/ab67616d0000b2734384b6976cadaec272114022","1","1","271240","https://p.scdn.co/mp3-preview/b1b157ab314c7b457e21318a7035c6a44555f1b7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","86","USPR39330175","spotify:user:rosygv","2021-05-17T17:30:59Z"
"spotify:track:0RZVAhyB8vhxQz6ITjiuyA","Noise","spotify:artist:2NPduAUeLVsfIauhRwuft1","Nightwish","spotify:album:1iSsdlURK7CGUVlcz4M5Li","HUMAN. :II: NATURE.","spotify:artist:2NPduAUeLVsfIauhRwuft1","Nightwish","2020-04-10","https://i.scdn.co/image/ab67616d0000b2734fadb2c3b4790efd1ed1e369","1","2","340281","https://p.scdn.co/mp3-preview/cd697c55ff3b069b8df7da8a0b9ee7e3476bb88f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","55","DED832000027","spotify:user:rosygv","2021-05-17T17:32:04Z"
"spotify:track:49LQq6RoFTWFk5d6hBGEKt","Music","spotify:artist:2NPduAUeLVsfIauhRwuft1","Nightwish","spotify:album:1iSsdlURK7CGUVlcz4M5Li","HUMAN. :II: NATURE.","spotify:artist:2NPduAUeLVsfIauhRwuft1","Nightwish","2020-04-10","https://i.scdn.co/image/ab67616d0000b2734fadb2c3b4790efd1ed1e369","1","1","443120","https://p.scdn.co/mp3-preview/84b32f8c9ba47c3b3ae1cd1cab4032c7e15e7392?cid=9950ac751e34487dbbe027c4fd7f8e99","false","39","DED832000026","spotify:user:rosygv","2021-05-17T17:32:25Z"
"spotify:track:0elH6ukMGLyCHJavHutEza","Creep","spotify:artist:2UazAtjfzqBF0Nho2awK4z","Stone Temple Pilots","spotify:album:7k1YOwYf369EX0aHeXApWp","Core","spotify:artist:2UazAtjfzqBF0Nho2awK4z","Stone Temple Pilots","1992-09-29","https://i.scdn.co/image/ab67616d0000b273147e0a8a7c795a4eb7c511db","1","7","332626","https://p.scdn.co/mp3-preview/fd06deffc66bb7112639cef45abca3d1dce1f121?cid=9950ac751e34487dbbe027c4fd7f8e99","false","59","USAT29200014","spotify:user:rosygv","2021-05-17T17:32:59Z"
"spotify:track:3jJZVeExYzVYiV6Y9Fl3DX","Plush","spotify:artist:2UazAtjfzqBF0Nho2awK4z","Stone Temple Pilots","spotify:album:7k1YOwYf369EX0aHeXApWp","Core","spotify:artist:2UazAtjfzqBF0Nho2awK4z","Stone Temple Pilots","1992-09-29","https://i.scdn.co/image/ab67616d0000b273147e0a8a7c795a4eb7c511db","1","9","310346","https://p.scdn.co/mp3-preview/34fc34262498af6b4d598e0cb5439ce952f08770?cid=9950ac751e34487dbbe027c4fd7f8e99","false","70","USAT29200016","spotify:user:rosygv","2021-05-17T17:33:04Z"
"spotify:track:6emdJW80SbDBMuHci8PJJn","Shine","spotify:artist:4e5V1Q2dKCzbLVMQ8qbTn6","Collective Soul","spotify:album:6JBfDIDuWMQBGvkmG5evPD","Hints, Allegations & Things Left Unsaid","spotify:artist:4e5V1Q2dKCzbLVMQ8qbTn6","Collective Soul","1994-03-22","https://i.scdn.co/image/ab67616d0000b2730d1e673a7be7c428dd80b1c9","1","1","306040","https://p.scdn.co/mp3-preview/ae8d1b31dd468740649e6336fbf493fca3fe7c29?cid=9950ac751e34487dbbe027c4fd7f8e99","false","1","USAT29300016","spotify:user:rosygv","2021-05-17T17:33:28Z"
"spotify:track:3mhOmh4tRKsMfnRmgZfeBm","Far Behind","spotify:artist:3R6c2tWDBeYB1GncjLMn9n","Candlebox","spotify:album:401V2sVeZfq8bjBqojsPRb","Candlebox","spotify:artist:3R6c2tWDBeYB1GncjLMn9n","Candlebox","1993-07-16","https://i.scdn.co/image/ab67616d0000b273dbb1223a6220632f14872c46","1","5","299733","https://p.scdn.co/mp3-preview/6c3ff3bac221e951b49fd2ec8957b303e2bf09d1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","74","USMV20100025","spotify:user:rosygv","2021-05-17T17:33:42Z"
"spotify:track:4beuBXU4k3YWwVKm0PpWhv","The World I Know","spotify:artist:4e5V1Q2dKCzbLVMQ8qbTn6","Collective Soul","spotify:album:08mlRJfOvmReyulRoBkbyQ","Collective Soul","spotify:artist:4e5V1Q2dKCzbLVMQ8qbTn6","Collective Soul","1995-03-14","https://i.scdn.co/image/ab67616d0000b27304dfae822f83315f30ba0dec","1","3","255466","https://p.scdn.co/mp3-preview/2726b1be74183d3bbe937e2211294c4c38f67fbd?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USAT29500011","spotify:user:rosygv","2021-05-17T17:33:55Z"
"spotify:track:3yi27cGUFPTQUdWZV9nV67","December","spotify:artist:4e5V1Q2dKCzbLVMQ8qbTn6","Collective Soul","spotify:album:08mlRJfOvmReyulRoBkbyQ","Collective Soul","spotify:artist:4e5V1Q2dKCzbLVMQ8qbTn6","Collective Soul","1995-03-14","https://i.scdn.co/image/ab67616d0000b27304dfae822f83315f30ba0dec","1","5","285000","https://p.scdn.co/mp3-preview/db31f1ec5fb84dccb88075e16786224c4f9c6ade?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USAT29500015","spotify:user:rosygv","2021-05-17T17:33:59Z"
"spotify:track:70LcF31zb1H0PyJoS1Sx1r","Creep","spotify:artist:4Z8W4fKeB5YxbusRsdQVPb","Radiohead","spotify:album:3gBVdu4a1MMJVMy6vwPEb8","Pablo Honey","spotify:artist:4Z8W4fKeB5YxbusRsdQVPb","Radiohead","1993-02-22","https://i.scdn.co/image/ab67616d0000b273ec548c00d3ac2f10be73366d","1","2","238640","https://p.scdn.co/mp3-preview/f3d864283774529a2378100c912bfacb614db751?cid=9950ac751e34487dbbe027c4fd7f8e99","true","93","GBAYE9200070","spotify:user:rosygv","2021-05-17T17:34:15Z"
"spotify:track:77loZpT5Y5PRP1S451P9Yz","The Reason","spotify:artist:2MqhkhX4npxDZ62ObR5ELO","Hoobastank","spotify:album:2zE1YKY7Okj10Tjl09jjth","The Reason (15th Anniversary Deluxe)","spotify:artist:2MqhkhX4npxDZ62ObR5ELO","Hoobastank","2003-12-09","https://i.scdn.co/image/ab67616d0000b27376cc6eedca8eb381afcd1e46","1","8","232800","https://p.scdn.co/mp3-preview/31e2a53851fac8e61f947fd27da327c0493721dc?cid=9950ac751e34487dbbe027c4fd7f8e99","false","7","USIR20300704","spotify:user:rosygv","2021-05-17T17:34:40Z"
"spotify:track:5QpaGzWp0hwB5faV8dkbAz","Wherever You Will Go","spotify:artist:5aMmmNxw4vgpc5XC6hK0zp","The Calling","spotify:album:2Ir1mtE8K61cCNY5WQyKGV","Camino Palmero","spotify:artist:5aMmmNxw4vgpc5XC6hK0zp","The Calling","2001","https://i.scdn.co/image/ab67616d0000b273e4cd26d38c6f0661a363bc65","1","3","208600","https://p.scdn.co/mp3-preview/8b0fe841dac27e19dd6b26b8f480f39c96891350?cid=9950ac751e34487dbbe027c4fd7f8e99","false","82","USRC10001047","spotify:user:rosygv","2021-05-17T17:34:56Z"
"spotify:track:2RaA6kIcvomt77qlIgGhCT","Breaking the Law","spotify:artist:2tRsMl4eGxwoNabM08Dm4I","Judas Priest","spotify:album:5bqtZRbUZUxUps8mrO9tGY","British Steel","spotify:artist:2tRsMl4eGxwoNabM08Dm4I","Judas Priest","1980","https://i.scdn.co/image/ab67616d0000b273be0e5ebab8c61469b1ff9f62","1","3","153840","https://p.scdn.co/mp3-preview/2cb1d059304223a0ad3603e7f7d60dcfc6de3e7f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","71","GBBBN8000007","spotify:user:rosygv","2021-05-17T17:35:58Z"
"spotify:track:5qFxuUIAwJlzO60vqOiL7y","Rainbow In The Dark","spotify:artist:3UyoMrj8FAQDE8DrNbTju6","Dio","spotify:album:1QJmLRcuIMMjZ49elafR3K","Holy Diver","spotify:artist:3UyoMrj8FAQDE8DrNbTju6","Dio","1983","https://i.scdn.co/image/ab67616d0000b27315350aa1c89e23a5fa6c0de1","1","8","252693","https://p.scdn.co/mp3-preview/3102e7ba487c1c428bb25397f05298eddd9979fa?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","GBF080300553","spotify:user:rosygv","2021-05-17T17:36:24Z"
"spotify:track:6WAerOuiLIApXmGhjMPA65","Evenflow","spotify:artist:1w5Kfo2jwwIPruYS2UWh56","Pearl Jam","spotify:album:5MhdwUCXV0WMzkppPh6wnN","Even Flow","spotify:artist:1w5Kfo2jwwIPruYS2UWh56","Pearl Jam","1991","https://i.scdn.co/image/ab67616d0000b27312c5f3c15e32c11f820b66cc","1","1","293600","https://p.scdn.co/mp3-preview/8447d02ffec130d6a5fa3ddec7667bf0e05fa415?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","USSM19100006","spotify:user:rosygv","2021-05-17T17:36:52Z"
"spotify:track:28qFnCaotRta0xEdV0u9wU","一筆秋","spotify:artist:6hLviQV3rRqbysor8FJEnc","左右樂隊","spotify:album:4DvKYmRSYVraEvipDDPi6e","末時代","spotify:artist:6hLviQV3rRqbysor8FJEnc","左右樂隊","2019-09-27","https://i.scdn.co/image/ab67616d0000b2732305a9f551b28a3a9273ed96","1","4","304622","https://p.scdn.co/mp3-preview/27e4620bbea4211d671451322d91e1bdb114e6df?cid=9950ac751e34487dbbe027c4fd7f8e99","false","1","TWDK51209004","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-17T17:37:07Z"
"spotify:track:5CPXR6lDTvngxtmMZxnWmC","Pull Me Under","spotify:artist:2aaLAng2L2aWD2FClzwiep","Dream Theater","spotify:album:2QgGoL5VSQhPHudTObS7zK","Images and Words","spotify:artist:2aaLAng2L2aWD2FClzwiep","Dream Theater","1992-06-30","https://i.scdn.co/image/ab67616d0000b273f4d11b78efa76496f2acd618","1","1","493933","https://p.scdn.co/mp3-preview/5a55fb4658c2dc7199d50cf322ab18789883ecd7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","64","USEE10180251","spotify:user:rosygv","2021-05-17T17:37:19Z"
"spotify:track:1jF5Id0OPFU1Mae8BEUF5u","Youth Gone Wild","spotify:artist:4opTS86dN9uO313J9CE8xg","Skid Row","spotify:album:0kSTuMp9GpX9pJR45Bksgi","Skid Row","spotify:artist:4opTS86dN9uO313J9CE8xg","Skid Row","1989-01-24","https://i.scdn.co/image/ab67616d0000b273ae63b58e90bef8888658ae21","1","7","198906","https://p.scdn.co/mp3-preview/ab16ae76c2bed7f39fc909646380de34b13ce2fa?cid=9950ac751e34487dbbe027c4fd7f8e99","false","2","USAT20901908","spotify:user:rosygv","2021-05-17T17:37:27Z"
"spotify:track:3QZ7uX97s82HFYSmQUAN1D","Tom Sawyer","spotify:artist:2Hkut4rAAyrQxRdof7FVJq","Rush","spotify:album:2xg7iIKoSqaDNpDbJnyCjY","Moving Pictures (2011 Remaster)","spotify:artist:2Hkut4rAAyrQxRdof7FVJq","Rush","1981-02-12","https://i.scdn.co/image/ab67616d0000b27372833c1ae3343cbfb4617073","1","1","276880","https://p.scdn.co/mp3-preview/5fb5f75a668feef9c73a079a49b6a52ee2bc3338?cid=9950ac751e34487dbbe027c4fd7f8e99","false","73","USMR18180103","spotify:user:rosygv","2021-05-17T17:38:51Z"
"spotify:track:4KfSdst7rW39C0sfhArdrz","Barracuda","spotify:artist:34jw2BbxjoYalTp8cJFCPv","Heart","spotify:album:1LaeNhiUpL3X6N0LcFvuDF","Little Queen","spotify:artist:34jw2BbxjoYalTp8cJFCPv","Heart","1977-05-14","https://i.scdn.co/image/ab67616d0000b27366e2e0df78c4ec35a8ed20a0","1","1","261495","https://p.scdn.co/mp3-preview/17b0c6d5bd296d71c49288027ff129d0f189d73e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","75","USSM10009075","spotify:user:rosygv","2021-05-17T17:39:25Z"
"spotify:track:6LbbHFEajG9e4m0G3L47c4","Pinball Wizard","spotify:artist:67ea9eGLXYMsO2eYQRui3w","The Who","spotify:album:5cT7ee1sy2oEbFalP4asS4","Tommy","spotify:artist:67ea9eGLXYMsO2eYQRui3w","The Who","1969-05-23","https://i.scdn.co/image/ab67616d0000b27374ecb94bc3e5d851a39a0334","1","13","180943","https://p.scdn.co/mp3-preview/439aa511879e085d15322ddf2b6a9f95ce9469a0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","66","GBAKW6900102","spotify:user:rosygv","2021-05-17T17:39:41Z"
"spotify:track:0dlTGl67UFWcKupzkxZYOn","You Could Be Mine","spotify:artist:3qm84nBOXUEQ2vnTfUTTFC","Guns N' Roses","spotify:album:00eiw4KOJZ7eC3NBEpmH4C","Use Your Illusion II","spotify:artist:3qm84nBOXUEQ2vnTfUTTFC","Guns N' Roses","1991-09-18","https://i.scdn.co/image/ab67616d0000b27392d21aef6c0d288cc4c05973","1","12","343640","https://p.scdn.co/mp3-preview/bbf56f59852f3c987c0a69f7b1f81b572e5ebc9f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","74","USGF19142012","spotify:user:rosygv","2021-05-17T17:41:57Z"
