"URI de la canción","Nombre de la canción","URI(s) del artista","Nombre(s) del artista","URI del álbum","Nombre del álbum","URI(s) del artista del álbum","Nombre(s) del artista del álbum","Fecha de lanzamiento del álbum","URL de la imagen del álbum","Número de disco","Número de la canción","Duración de la canción (ms)","URL de vista previa de la canción","Explícito","Popularidad","ISRC","Añadido por","Añadido en"
"spotify:track:1WHVjInrsVm6kt9D3Dtgw8","Teenage Nosferatu Pussy","spotify:artist:3HVdAiMNjYrQIKlOGxoGh5","Rob Zombie","spotify:album:1y6e636ylJkwxsBwk89gS6","Venomous Rat Regeneration Vendor","spotify:artist:3HVdAiMNjYrQIKlOGxoGh5","Rob Zombie","2013-01-01","https://i.scdn.co/image/ab67616d0000b273b06c1c7178b6a6602dc95c03","1","1","273720","https://p.scdn.co/mp3-preview/803bbefb9244496baaf0694244790676ae524811?cid=9950ac751e34487dbbe027c4fd7f8e99","true","43","USUM71301829","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-17T21:01:21Z"
"spotify:track:0ZfM5XfJTtFPhOxAERRnNY","The Look","spotify:artist:2SHhfs4BiDxGQ3oxqf0UHY","Roxette","spotify:album:1iI5YZkqNUV7VmrEi4uOP9","Look Sharp! (2009 Version)","spotify:artist:2SHhfs4BiDxGQ3oxqf0UHY","Roxette","1988-10-19","https://i.scdn.co/image/ab67616d0000b273dc9cb1ac37f5131948ddc257","1","1","237320","https://p.scdn.co/mp3-preview/666276e3d06d1c0f194ec0dd0536b304e4b3d2ae?cid=9950ac751e34487dbbe027c4fd7f8e99","false","3","SEAME8878010","spotify:user:hsuarezcellucci","2021-05-17T21:01:50Z"
"spotify:track:3rfOs6Miteal5wQUdFx8w1","How Do You Do!","spotify:artist:2SHhfs4BiDxGQ3oxqf0UHY","Roxette","spotify:album:6lH7u5QWoRteFLTw5DwG6d","Tourism (2009 Version)","spotify:artist:2SHhfs4BiDxGQ3oxqf0UHY","Roxette","1992-08-28","https://i.scdn.co/image/ab67616d0000b273469219ccfcadb862e21c0f03","1","1","189093","https://p.scdn.co/mp3-preview/f7f8d0c28e73d4a15eed2301c1364cad151517d5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","2","SEAMA9252010","spotify:user:hsuarezcellucci","2021-05-17T21:02:06Z"
"spotify:track:3Mmt6Xk0H6VR92PEp6x3hP","To Be With You","spotify:artist:5OfhOoKunSnuubxxRML8J3","Mr. Big","spotify:album:6CrjpyjlfjK95oHF6dvEnQ","Lean Into It [Expanded]","spotify:artist:5OfhOoKunSnuubxxRML8J3","Mr. Big","1991-03-26","https://i.scdn.co/image/ab67616d0000b2737c1e54d64d59f1f0bdf2c875","1","11","210480","https://p.scdn.co/mp3-preview/0085396c8a2838dfa9d22b44c679bdcb77ed190c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","64","USAT20901225","spotify:user:hsuarezcellucci","2021-05-17T21:02:28Z"
"spotify:track:5XtyytAig4m3HkO2XXaL9l","Rearviewmirror - Remastered","spotify:artist:1w5Kfo2jwwIPruYS2UWh56","Pearl Jam","spotify:album:3BSOiAas8BpJOii3kCPyjV","Vs.","spotify:artist:1w5Kfo2jwwIPruYS2UWh56","Pearl Jam","1993-10-19","https://i.scdn.co/image/ab67616d0000b2733cd811ba3d8e0b67feb08e75","1","8","283466","https://p.scdn.co/mp3-preview/4efd7d9d16d4296f862fe218011e9b3c40a6483b?cid=9950ac751e34487dbbe027c4fd7f8e99","true","61","USSM11100219","spotify:user:hsuarezcellucci","2021-05-17T21:03:02Z"
"spotify:track:0csENJioyGcnIChZJymTDE","Mi gran noche","spotify:artist:796OSRuB0E9Hq55uTFL9U8","Raphael","spotify:album:2oPRXNiOqeqRCig5ecRCmi","Maravilloso Raphael","spotify:artist:796OSRuB0E9Hq55uTFL9U8","Raphael","2005-11-21","https://i.scdn.co/image/ab67616d0000b273b97e5175ffb28ec5fdea0efe","1","4","180866","https://p.scdn.co/mp3-preview/d4af95c628e970e5a96357d3b1b26db5dc1efe40?cid=9950ac751e34487dbbe027c4fd7f8e99","false","46","ES5086900217","spotify:user:hsuarezcellucci","2021-05-17T21:05:10Z"
"spotify:track:26mFXu5eC8iOz73Jrg0uFT","Dancing Queen","spotify:artist:5kcL6tVVEBIgiHkXW9JVWo","Swedish Hitz Goes Metal","spotify:album:0nDAL9FLXw9166FOfcTvQh","Swedish Hitz Goes Metal, Vol II","spotify:artist:5kcL6tVVEBIgiHkXW9JVWo","Swedish Hitz Goes Metal","2014-11-20","https://i.scdn.co/image/ab67616d0000b273878971927edc4bc382e3dfb1","1","1","214586","https://p.scdn.co/mp3-preview/1e803342e1d66ce072c84b138d1e3ba8cacd53bb?cid=9950ac751e34487dbbe027c4fd7f8e99","false","26","SEWFV1300502","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-17T21:05:43Z"
"spotify:track:3J9NEWkd9Cx1MwSSvDySkL","Rock the Night","spotify:artist:7Js6Lde8thlIHXggv2SCBz","Europe","spotify:album:5Jkd47JEaCU1g4DcGBnHm3","The Final Countdown (Expanded Edition)","spotify:artist:7Js6Lde8thlIHXggv2SCBz","Europe","1986","https://i.scdn.co/image/ab67616d0000b273f5e30500f0eec7d92b159eae","1","2","247306","https://p.scdn.co/mp3-preview/cd673f57f37745f9baa6df890685df5d2ac35edf?cid=9950ac751e34487dbbe027c4fd7f8e99","false","62","USSM10105445","spotify:user:hsuarezcellucci","2021-05-17T21:06:33Z"
"spotify:track:2WuJ1qJA7IMCyTx6g9v6os","In And Out Of Love","spotify:artist:58lV9VcRSjABbAbfWS6skp","Bon Jovi","spotify:album:6AxuP11wrsu8gqpQRF2d4y","7800º Fahrenheit","spotify:artist:58lV9VcRSjABbAbfWS6skp","Bon Jovi","1985-01-01","https://i.scdn.co/image/ab67616d0000b2736adc4dfcf54da3d6736a05fb","1","1","266760","https://p.scdn.co/mp3-preview/057ab6758331b2a501504a661db4ae9fd09beb33?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USPR39402230","spotify:user:hsuarezcellucci","2021-05-17T21:07:30Z"
"spotify:track:4guF6xgKnzZQen6ByMkwZn","All That She Wants","spotify:artist:5kcL6tVVEBIgiHkXW9JVWo","Swedish Hitz Goes Metal","spotify:album:3ndX2U8fXry44j5PUbjHib","Swedish Hitz Goes Metal","spotify:artist:5kcL6tVVEBIgiHkXW9JVWo","Swedish Hitz Goes Metal","2011","https://i.scdn.co/image/ab67616d0000b2731b9a027561b9a3b3597f8c1a","1","6","208173","https://p.scdn.co/mp3-preview/b7b96946388565904f3f9967effc64320f1c9472?cid=9950ac751e34487dbbe027c4fd7f8e99","false","24","SEWFV1100606","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-17T21:08:09Z"
"spotify:track:3HbxkSkG6ifySM3R13vppN","Lack of Communication","spotify:artist:3tufWJzpCiAGleBt5TkmTn","Ratt","spotify:album:6P3Fqm7z9wr5GeatpVZ5ut","Out of the Cellar","spotify:artist:3tufWJzpCiAGleBt5TkmTn","Ratt","1984-02-14","https://i.scdn.co/image/ab67616d0000b2731eee199add98ba258d18fea4","1","6","234373","https://p.scdn.co/mp3-preview/58751508ca2c056207f327b49655ea12ad127b8c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USAT29900563","spotify:user:hsuarezcellucci","2021-05-17T21:09:03Z"
"spotify:track:7xzmJPFQAn0O1ZYYtbGRlz","The Kids Are Back","spotify:artist:7b85ve82Sh36a3UAx74wut","Twisted Sister","spotify:album:3KW5iWFnvhHtFoMHwWnUr5","You Can't Stop Rock 'N' Roll","spotify:artist:7b85ve82Sh36a3UAx74wut","Twisted Sister","1983-06-15","https://i.scdn.co/image/ab67616d0000b2739044d24d79d25dc25844b2bd","1","1","198800","https://p.scdn.co/mp3-preview/7501f352100100fec33649a7d75ffba6e5f5e4e0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USAT20001123","spotify:user:hsuarezcellucci","2021-05-17T21:09:19Z"
"spotify:track:0upLyFR8Rr52ZpMp5esQoq","You Really Got Me - 2015 Remaster","spotify:artist:2cnMpRsOVqtPMfq7YiFE6K","Van Halen","spotify:album:7DdEbYFPKTZ8KB4z6L4UnQ","Van Halen (Remastered)","spotify:artist:2cnMpRsOVqtPMfq7YiFE6K","Van Halen","1978-02-10","https://i.scdn.co/image/ab67616d0000b27317dd812df38fed44d6d2036e","1","3","156146","https://p.scdn.co/mp3-preview/5ea4566225b76e5899597d8d820ba001db0292be?cid=9950ac751e34487dbbe027c4fd7f8e99","false","70","USWB11403670","spotify:user:hsuarezcellucci","2021-05-17T21:09:56Z"
"spotify:track:1OOtq8tRnDM8kG2gqUPjAj","Beat It","spotify:artist:3fMbdgg4jU18AjLCKBhRSm","Michael Jackson","spotify:album:1C2h7mLntPSeVYciMRTF4a","Thriller 25 Super Deluxe Edition","spotify:artist:3fMbdgg4jU18AjLCKBhRSm","Michael Jackson","2008-02-08","https://i.scdn.co/image/ab67616d0000b2734121faee8df82c526cbab2be","1","5","258040","https://p.scdn.co/mp3-preview/174b7bd06c6ddb87d25acec6afc731c6edc9db62?cid=9950ac751e34487dbbe027c4fd7f8e99","false","77","USSM19902990","spotify:user:hsuarezcellucci","2021-05-17T21:10:57Z"
"spotify:track:4pnJYvJU3exfP9SrhuYjbc","Sólo por Ser Indios (En Vivo)","spotify:artist:6eoz7BtTcC5Q303xQtSgj9","A.N.I.M.A.L.","spotify:album:1NzBpEaYnfniD7ssYyQX7h","Vivo en Red House","spotify:artist:6eoz7BtTcC5Q303xQtSgj9","A.N.I.M.A.L.","2016-08-12","https://i.scdn.co/image/ab67616d0000b27379e4e50f334f3950ca44884b","1","10","228466","https://p.scdn.co/mp3-preview/f90d4b8598a6e580bfb4b8f913705e357a841739?cid=9950ac751e34487dbbe027c4fd7f8e99","false","16","ARF101600283","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-17T21:12:54Z"
"spotify:track:6FRwDxXsvSasw0y2eDArsz","Sunshine Of Your Love","spotify:artist:74oJ4qxwOZvX6oSsu1DGnw","Cream","spotify:album:6fRqzJT070Kp9RWlSXmKcY","Disraeli Gears","spotify:artist:74oJ4qxwOZvX6oSsu1DGnw","Cream","1967-11-02","https://i.scdn.co/image/ab67616d0000b273f7d3ba2473d4452b83ba61c4","1","2","250000","https://p.scdn.co/mp3-preview/54d045d7ba05e947710059710f18e80826f63e54?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","GBA076700020","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-17T21:23:14Z"
"spotify:track:1Ud6moTC0KyXMq1Oxfien0","Sympathy For The Devil - 50th Anniversary Edition","spotify:artist:22bE4uQ6baNwSHPVcDxLCe","The Rolling Stones","spotify:album:6OHri5qNxwCdVSdyCslspd","Beggars Banquet (50th Anniversary Edition)","spotify:artist:22bE4uQ6baNwSHPVcDxLCe","The Rolling Stones","1968-12-06","https://i.scdn.co/image/ab67616d0000b27344934a06d21864415376f5f2","1","1","378146","https://p.scdn.co/mp3-preview/5dd130c5686531fc33e1b5c6b22fa72729aa4ffa?cid=9950ac751e34487dbbe027c4fd7f8e99","false","75","USA171810010","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-17T21:25:14Z"
"spotify:track:3yzHIAzk3zVE1WgspS8W21","Vivir Así Es Morir de Amor","spotify:artist:2Cy7KBSkqu7otJfuMTWT7Y","Camilo Sesto","spotify:album:4jaAmmz5L8AlfaLpZJ7Mf3","Sentimientos","spotify:artist:2Cy7KBSkqu7otJfuMTWT7Y","Camilo Sesto","1978-01-02","https://i.scdn.co/image/ab67616d0000b273e8d0af56f0df1af30bf66fa1","1","1","210133","https://p.scdn.co/mp3-preview/6a1dc976f54856c4e8e912cda783c4c85dea67ac?cid=9950ac751e34487dbbe027c4fd7f8e99","false","66","ES5027800014","spotify:user:rosygv","2021-05-18T06:15:58Z"
"spotify:track:5JoYwJrmVbeVEc8BaACcyK","Canción de Judas","spotify:artist:2Cy7KBSkqu7otJfuMTWT7Y","Camilo Sesto","spotify:album:4hOZsnQgblAQzJRnDrgN8S","Jesucristo Superstar","spotify:artist:2Cy7KBSkqu7otJfuMTWT7Y","Camilo Sesto","1975-07-18","https://i.scdn.co/image/ab67616d0000b27399bb1c7d34a5d3f905d40905","1","2","286000","https://p.scdn.co/mp3-preview/eb14407da5dbdf2a4103846c778ece2a7a008197?cid=9950ac751e34487dbbe027c4fd7f8e99","false","39","ES5027500127","spotify:user:rosygv","2021-05-18T06:18:37Z"
"spotify:track:5MLo2kOHA7LD0VL9Wgpnyj","Bruja / Pistolero / Tu Mamá Te Va a Pegar - En Vivo","spotify:artist:34OLInsXImlQpjzmQw9Wd3","Caramelos De Cianuro","spotify:album:2t0oqmN4q6eerKXtULDG1k","En Vivo 2008","spotify:artist:34OLInsXImlQpjzmQw9Wd3","Caramelos De Cianuro","2008","https://i.scdn.co/image/ab67616d0000b2734811fa71580046bbc49b6419","1","10","364573","https://p.scdn.co/mp3-preview/ad1e504075b7f7aa5a17ce3c6a1792adc4af699b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","22","QMHUY1750311","spotify:user:rosygv","2021-05-18T06:22:52Z"
"spotify:track:1f2V8U1BiWaC9aJWmpOARe","By the Way","spotify:artist:0L8ExT028jH3ddEcZwqJJ5","Red Hot Chili Peppers","spotify:album:6deiaArbeoqp1xPEGdEKp1","By the Way (Deluxe Edition)","spotify:artist:0L8ExT028jH3ddEcZwqJJ5","Red Hot Chili Peppers","2002-07-09","https://i.scdn.co/image/ab67616d0000b273de1af2785a83cc660155a0c4","1","1","216933","https://p.scdn.co/mp3-preview/9caddc9fdc2951fcdfe1f3fbda147c5d1871501b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","82","USWB10201688","spotify:user:rosygv","2021-05-18T06:25:51Z"
"spotify:track:48UPSzbZjgc449aqz8bxox","Californication","spotify:artist:0L8ExT028jH3ddEcZwqJJ5","Red Hot Chili Peppers","spotify:album:2Y9IRtehByVkegoD7TcLfi","Californication (Deluxe Edition)","spotify:artist:0L8ExT028jH3ddEcZwqJJ5","Red Hot Chili Peppers","1999-06-08","https://i.scdn.co/image/ab67616d0000b27394d08ab63e57b0cae74e8595","1","6","329733","https://p.scdn.co/mp3-preview/0fd595c5b63db10f4a99683f8248ea5d13700683?cid=9950ac751e34487dbbe027c4fd7f8e99","false","87","USWB19900690","spotify:user:rosygv","2021-05-18T06:25:59Z"
"spotify:track:0PgNhIg5n0UAOBVn43b8b6","The Adventures of Rain Dance Maggie","spotify:artist:0L8ExT028jH3ddEcZwqJJ5","Red Hot Chili Peppers","spotify:album:5wZtSIvijWCMc1vlPFqAyB","I'm with You","spotify:artist:0L8ExT028jH3ddEcZwqJJ5","Red Hot Chili Peppers","2011-08-29","https://i.scdn.co/image/ab67616d0000b27396136a2ab5696812e9b26723","1","7","282400","https://p.scdn.co/mp3-preview/ba1000bc8bb71bcb5ea99a38c69d2e382cd250ea?cid=9950ac751e34487dbbe027c4fd7f8e99","true","71","USWB11101940","spotify:user:rosygv","2021-05-18T06:26:26Z"
"spotify:track:3d9DChrdc6BOeFsbrZ3Is0","Under the Bridge","spotify:artist:0L8ExT028jH3ddEcZwqJJ5","Red Hot Chili Peppers","spotify:album:30Perjew8HyGkdSmqguYyg","Blood Sugar Sex Magik (Deluxe Edition)","spotify:artist:0L8ExT028jH3ddEcZwqJJ5","Red Hot Chili Peppers","1991-09-24","https://i.scdn.co/image/ab67616d0000b273153d79816d853f2694b2cc70","1","11","264306","https://p.scdn.co/mp3-preview/46b0229c06712c5b5e143724c0617e51a9b6e432?cid=9950ac751e34487dbbe027c4fd7f8e99","false","87","USWB19901576","spotify:user:rosygv","2021-05-18T06:26:44Z"
"spotify:track:6gRnYBvsx2uHRpAu63ggh4","Kill Rock 'n Roll","spotify:artist:5eAWCfyUhZtHHtBdNk56l1","System Of A Down","spotify:album:1UeOoLhpWzpuM5cWQsbCXg","Hypnotize","spotify:artist:5eAWCfyUhZtHHtBdNk56l1","System Of A Down","2005-11-18","https://i.scdn.co/image/ab67616d0000b273a2982eadad9b21912ed6c2e8","1","3","147960","https://p.scdn.co/mp3-preview/7d1fa3bb49badb8dbc37878852d267f50eb51e3d?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","USSM10505333","spotify:user:hsuarezcellucci","2021-05-18T06:28:00Z"
"spotify:track:58YL9Jo1T0wyijCOZWRmyL","It's So Easy","spotify:artist:3qm84nBOXUEQ2vnTfUTTFC","Guns N' Roses","spotify:album:28yHV3Gdg30AiB8h8em1eW","Appetite For Destruction","spotify:artist:3qm84nBOXUEQ2vnTfUTTFC","Guns N' Roses","1987-07-21","https://i.scdn.co/image/ab67616d0000b27321ebf49b3292c3f0f575f0f5","1","2","202693","https://p.scdn.co/mp3-preview/d6c343d3a3ab313d721d94073fced370f9e8cb6b?cid=9950ac751e34487dbbe027c4fd7f8e99","true","66","USGF18714802","spotify:user:hsuarezcellucci","2021-05-18T06:28:28Z"
"spotify:track:5YXvG4PL4Wisyx2ScUxVFF","Right Next Door To Hell","spotify:artist:3qm84nBOXUEQ2vnTfUTTFC","Guns N' Roses","spotify:album:0CxPbTRARqKUYighiEY9Sz","Use Your Illusion I","spotify:artist:3qm84nBOXUEQ2vnTfUTTFC","Guns N' Roses","1991-09-17","https://i.scdn.co/image/ab67616d0000b273e44963b8bb127552ac761873","1","1","182133","https://p.scdn.co/mp3-preview/4423f605ab93a27fcbe9cc83ed5704ad9a4d5a4f?cid=9950ac751e34487dbbe027c4fd7f8e99","true","50","USGF19141501","spotify:user:hsuarezcellucci","2021-05-18T06:29:05Z"
"spotify:track:0CFtlafteObzOEuJdESQkb","Eat The Rich","spotify:artist:7Ey4PD4MYsKc5I2dolUwbH","Aerosmith","spotify:album:1tuM8yBePaekEruGsH2J79","Get A Grip","spotify:artist:7Ey4PD4MYsKc5I2dolUwbH","Aerosmith","1993-01-01","https://i.scdn.co/image/ab67616d0000b273587b26d49596162397b29ec8","1","2","249706","https://p.scdn.co/mp3-preview/4c794b1fa6ff861d0fea35914662eafd626db690?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USIR10000439","spotify:user:hsuarezcellucci","2021-05-18T06:29:38Z"
"spotify:track:3Uj1IhWkeoN2iZb9tvej6Y","Una Mirada Dice Todo y Dice Nada","spotify:artist:7nx8DlJ8j0sUGBvFtpoEwz","Sentimiento Muerto","spotify:album:0fGZ6VlzWumN8zzmH1IaPz","El Amor Ya No Existe","spotify:artist:7nx8DlJ8j0sUGBvFtpoEwz","Sentimiento Muerto","1987-12-07","https://i.scdn.co/image/ab67616d0000b27301d71effb4df3d59d8eb2406","1","7","279173","https://p.scdn.co/mp3-preview/bb4daac870daf900b2684a9265aafac9c95b14fd?cid=9950ac751e34487dbbe027c4fd7f8e99","false","29","ESA010901622","spotify:user:hsuarezcellucci","2021-05-18T06:30:50Z"
"spotify:track:5e3YOg6fIkP0wD5TyxcHOH","Cult of Personality","spotify:artist:6Uhp7WA6sjm5ZL6Xz561de","Living Colour","spotify:album:532IlegHv3OfVGgyCFGBTs","Vivid (Expanded Edition)","spotify:artist:6Uhp7WA6sjm5ZL6Xz561de","Living Colour","1988","https://i.scdn.co/image/ab67616d0000b27377e8bc992e6a1c607cf82fb5","1","1","294826","https://p.scdn.co/mp3-preview/f0a67bc2f026bbceac535906c649a7c8240fe422?cid=9950ac751e34487dbbe027c4fd7f8e99","false","4","USSM18800018","spotify:user:hsuarezcellucci","2021-05-18T06:34:42Z"
"spotify:track:5LuQez62nDvCPUr2EUlf7j","Techos de Carton","spotify:artist:2N7OUs5TU1EnM40lW58TYs","Paul Gillman","spotify:album:6WfA3e8vRFFt9UtTWoFJWm","Despertando en la Historia","spotify:artist:2N7OUs5TU1EnM40lW58TYs","Paul Gillman","2019-03-13","https://i.scdn.co/image/ab67616d0000b2735e200aa35d5baec042ddaade","1","1","223586","https://p.scdn.co/mp3-preview/ea4a6ea2ded1b0590846bc320d8bdca90add92c9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","6","QZ5AB1888115","spotify:user:hsuarezcellucci","2021-05-18T06:36:10Z"
"spotify:track:5Il2HMMX5lZup5AGfnJHbp","Llegara el Final","spotify:artist:1nNPCqvkTRll3zejPFKSDd","Torre de Marfil","spotify:album:2YTKK9Ejqu0i1jWY5CJqke","Torre de Marfil","spotify:artist:1nNPCqvkTRll3zejPFKSDd","Torre de Marfil","1999-03-17","https://i.scdn.co/image/ab67616d0000b273ba275227c9ef84adf843888b","1","5","243670","https://p.scdn.co/mp3-preview/7eb3246be915d6ed18a1324b9fdf84206be0f610?cid=9950ac751e34487dbbe027c4fd7f8e99","false","3","QZK6M1922696","spotify:user:hsuarezcellucci","2021-05-18T06:37:06Z"
"spotify:track:4PDBquhlromoy1fNcvlYcA","Guaicaipuro Cuauhtemoc","spotify:artist:77fvgSoXK3u2jxKXHrPTLE","Gillman","spotify:album:28BPbUmR5rgAzAwEXLMJAa","Cuauhtemoc","spotify:artist:77fvgSoXK3u2jxKXHrPTLE","Gillman","2019-03-07","https://i.scdn.co/image/ab67616d0000b273feda6b4e1d0a12a83f3d0af6","1","8","237640","https://p.scdn.co/mp3-preview/86e91edb1d50c6673a0ada6e536add63c2469bbd?cid=9950ac751e34487dbbe027c4fd7f8e99","false","8","QZ5AB1886306","spotify:user:hsuarezcellucci","2021-05-18T06:37:46Z"
"spotify:track:52QD2RqoYu47mKA1gs4I3M","Masculino singular","spotify:artist:0P4FkbP57uc9XBnJ9aoA3N","Rosendo","spotify:album:7u66tmYVMMEgIRbSrvKNVI","Veo Veo Mamoneo","spotify:artist:0P4FkbP57uc9XBnJ9aoA3N","Rosendo","2002-11-22","https://i.scdn.co/image/ab67616d0000b273c7218e6b9568a1608d01a03b","1","1","243040","https://p.scdn.co/mp3-preview/b1da1b5592d2b05cd54da7cdfe676a4f2e80c823?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","ES5010200597","spotify:user:hsuarezcellucci","2021-05-18T06:40:18Z"
"spotify:track:1CtAzw53AIXKjAemxy4b1j","Beds Are Burning - Remastered","spotify:artist:72KyoXzp0NOQij6OcmZUxk","Midnight Oil","spotify:album:243XzHQegX82bPnUVQ0SPV","Diesel And Dust","spotify:artist:72KyoXzp0NOQij6OcmZUxk","Midnight Oil","1987-10-02","https://i.scdn.co/image/ab67616d0000b2730dd350beeb5ac73672ad6e80","1","1","255680","https://p.scdn.co/mp3-preview/5be028a45461c43aac74fd04a6d5466fe5cfc515?cid=9950ac751e34487dbbe027c4fd7f8e99","false","72","AUBM00700707","spotify:user:rosygv","2021-05-18T07:18:47Z"
"spotify:track:2UULrP3QkAPEd2F0BMvsto","Truganini","spotify:artist:72KyoXzp0NOQij6OcmZUxk","Midnight Oil","spotify:album:30bx3190mYL3J3zz5HnDEg","Earth And Sun And Moon","spotify:artist:72KyoXzp0NOQij6OcmZUxk","Midnight Oil","1993-09-01","https://i.scdn.co/image/ab67616d0000b273091b20354d3667779deba281","1","5","311426","https://p.scdn.co/mp3-preview/8c188ce15fc66871fba72b919b04f9e19d038589?cid=9950ac751e34487dbbe027c4fd7f8e99","false","40","AUSM00000254","spotify:user:rosygv","2021-05-18T07:20:26Z"
"spotify:track:2HHtWyy5CgaQbC7XSoOb0e","Eye of the Tiger","spotify:artist:26bcq2nyj5GB7uRr558iQg","Survivor","spotify:album:4PT9VulQaQP6XR1xBI2x1W","Eye Of The Tiger","spotify:artist:26bcq2nyj5GB7uRr558iQg","Survivor","1982","https://i.scdn.co/image/ab67616d0000b2734e2755e7a96ec5e062c76aac","1","1","243773","https://p.scdn.co/mp3-preview/a25804a7e4201e835716a92445f8d9b78002e22c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","80","USVR19300001","spotify:user:rosygv","2021-05-18T07:39:58Z"
"spotify:track:7cRTzS9N5Mn25ZZkzmp6Uy","One Love","spotify:artist:2QsynagSdAqZj3U9HgDzjD","Bob Marley & The Wailers","spotify:album:3GNhjIdkd87lLc19w2L1jS","Marley OST","spotify:artist:2QsynagSdAqZj3U9HgDzjD","Bob Marley & The Wailers","2012-01-01","https://i.scdn.co/image/ab67616d0000b273f48b2c0c000b2210e664680b","2","10","172813","https://p.scdn.co/mp3-preview/a5e96c9baef07a93da5ad8f27f6c829531eadcc7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USIR27700017","spotify:user:rosygv","2021-05-18T07:40:16Z"
"spotify:track:2zYzyRzz6pRmhPzyfMEC8s","Highway to Hell","spotify:artist:711MCceyCBcFnzjGY4Q7Un","AC/DC","spotify:album:10v912xgTZbjAtYfyKWJCS","Highway to Hell","spotify:artist:711MCceyCBcFnzjGY4Q7Un","AC/DC","1979-07-27","https://i.scdn.co/image/ab67616d0000b27343058ea096fa35ac33c43587","1","1","208110","https://p.scdn.co/mp3-preview/1677f9ed9090db5a4962a95d2dccdf8fdb79a1ab?cid=9950ac751e34487dbbe027c4fd7f8e99","false","88","AUAP07900028","spotify:user:rosygv","2021-05-18T07:40:49Z"
"spotify:track:5ChkMS8OtdzJeqyybCc9R5","Billie Jean","spotify:artist:3fMbdgg4jU18AjLCKBhRSm","Michael Jackson","spotify:album:1C2h7mLntPSeVYciMRTF4a","Thriller 25 Super Deluxe Edition","spotify:artist:3fMbdgg4jU18AjLCKBhRSm","Michael Jackson","2008-02-08","https://i.scdn.co/image/ab67616d0000b2734121faee8df82c526cbab2be","1","6","293826","https://p.scdn.co/mp3-preview/0f6b8a3524ec410020457da4cdd7717f9addce2f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","80","USSM19902991","spotify:user:rosygv","2021-05-18T07:40:57Z"
"spotify:track:5xqdvCH8vYWqk90X0HJ2z3","I Will Survive","spotify:artist:6V6WCgi7waF55bJmylC4H5","Gloria Gaynor","spotify:album:7lguLDHv2F0Jm03mI9oDjS","Universal Masters Collection","spotify:artist:6V6WCgi7waF55bJmylC4H5","Gloria Gaynor","1999-01-01","https://i.scdn.co/image/ab67616d0000b273f297ee4d94bc402357cf7a49","1","3","197573","https://p.scdn.co/mp3-preview/24739187f587d8a1a5ee19e697d7503433337d40?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USUM70604371","spotify:user:rosygv","2021-05-18T07:41:08Z"
"spotify:track:0b7ZmVPawkWSRxQlaLTo3J","Making Love Out of Nothing at All","spotify:artist:4xXCRXOfQKQ2gjWxNhNzYW","Air Supply","spotify:album:1szGVsmiZJRyOAGOVk0mCY","The Essential Air Supply","spotify:artist:4xXCRXOfQKQ2gjWxNhNzYW","Air Supply","2014-06-24","https://i.scdn.co/image/ab67616d0000b2737615623c14d55544d6a2ea38","2","6","341746","https://p.scdn.co/mp3-preview/23f0c8484fe36ddbf410b7df9103d228acb08e59?cid=9950ac751e34487dbbe027c4fd7f8e99","false","59","USAR18300001","spotify:user:rosygv","2021-05-18T07:42:41Z"
"spotify:track:2374M0fQpWi3dLnB54qaLX","Africa","spotify:artist:0PFtn5NtBbbUNbU9EAmIWF","TOTO","spotify:album:62U7xIHcID94o20Of5ea4D","Toto IV","spotify:artist:0PFtn5NtBbbUNbU9EAmIWF","TOTO","1982-04-08","https://i.scdn.co/image/ab67616d0000b273ebd6d20c0082524244ef83df","1","10","295282","https://p.scdn.co/mp3-preview/e7321b4ea1af32a9c622bc8ec3adcd0a0bb06b1e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","89","USSM19801941","spotify:user:rosygv","2021-05-18T07:42:59Z"
